timestamp,sensor_id,sensor_type,location,value,unit,quality
2026-02-24T13:39:49.129964+00:00,VIB-F01,vibration,foundation,0.07,mm_per_sec,good
2026-02-24T13:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.54,dBA,good
2026-02-24T13:39:49.129964+00:00,DUST-E01,pm25,entrance,19.09,ug_per_m3,good
2026-02-24T13:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T13:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T13:54:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-24T13:54:49.129964+00:00,VIB-F01,vibration,foundation,0.05,mm_per_sec,good
2026-02-24T13:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,75.76,dBA,good
2026-02-24T13:54:49.129964+00:00,DUST-E01,pm25,entrance,16.34,ug_per_m3,good
2026-02-24T14:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T14:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T14:09:49.129964+00:00,HUM-N01,humidity,north_gate,44.5,percent,good
2026-02-24T14:09:49.129964+00:00,VIB-F01,vibration,foundation,0.1,mm_per_sec,good
2026-02-24T14:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,65.16,dBA,good
2026-02-24T14:09:49.129964+00:00,DUST-E01,pm25,entrance,22.2,ug_per_m3,good
2026-02-24T14:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T14:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T14:24:49.129964+00:00,HUM-N01,humidity,north_gate,68.82,percent,good
2026-02-24T14:24:49.129964+00:00,VIB-F01,vibration,foundation,0.23,mm_per_sec,good
2026-02-24T14:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,81.01,dBA,good
2026-02-24T14:24:49.129964+00:00,DUST-E01,pm25,entrance,24.27,ug_per_m3,good
2026-02-24T14:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T14:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T14:39:49.129964+00:00,HUM-N01,humidity,north_gate,56.07,percent,good
2026-02-24T14:39:49.129964+00:00,VIB-F01,vibration,foundation,0.01,mm_per_sec,good
2026-02-24T14:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,74.92,dBA,good
2026-02-24T14:39:49.129964+00:00,DUST-E01,pm25,entrance,12.61,ug_per_m3,good
2026-02-24T14:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T14:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T14:54:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-24T14:54:49.129964+00:00,VIB-F01,vibration,foundation,0.07,mm_per_sec,good
2026-02-24T14:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,68.51,dBA,good
2026-02-24T14:54:49.129964+00:00,DUST-E01,pm25,entrance,13.86,ug_per_m3,good
2026-02-24T15:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T15:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T15:09:49.129964+00:00,HUM-N01,humidity,north_gate,60.71,percent,good
2026-02-24T15:09:49.129964+00:00,VIB-F01,vibration,foundation,0.01,mm_per_sec,good
2026-02-24T15:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-24T15:09:49.129964+00:00,DUST-E01,pm25,entrance,23.73,ug_per_m3,good
2026-02-24T15:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T15:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T15:24:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-24T15:24:49.129964+00:00,VIB-F01,vibration,foundation,0.04,mm_per_sec,good
2026-02-24T15:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,68.01,dBA,good
2026-02-24T15:24:49.129964+00:00,DUST-E01,pm25,entrance,14.72,ug_per_m3,good
2026-02-24T15:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T15:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T15:39:49.129964+00:00,HUM-N01,humidity,north_gate,56.08,percent,good
2026-02-24T15:39:49.129964+00:00,VIB-F01,vibration,foundation,0.21,mm_per_sec,good
2026-02-24T15:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,83.17,dBA,good
2026-02-24T15:39:49.129964+00:00,DUST-E01,pm25,entrance,21.29,ug_per_m3,good
2026-02-24T15:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T15:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T15:54:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-24T15:54:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-24T15:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,89.71,dBA,good
2026-02-24T15:54:49.129964+00:00,DUST-E01,pm25,entrance,25.41,ug_per_m3,good
2026-02-24T16:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T16:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T16:09:49.129964+00:00,HUM-N01,humidity,north_gate,43.3,percent,good
2026-02-24T16:09:49.129964+00:00,VIB-F01,vibration,foundation,0.15,mm_per_sec,good
2026-02-24T16:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,55.31,dBA,good
2026-02-24T16:09:49.129964+00:00,DUST-E01,pm25,entrance,13.26,ug_per_m3,good
2026-02-24T16:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T16:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T16:24:49.129964+00:00,HUM-N01,humidity,north_gate,68.0,percent,good
2026-02-24T16:24:49.129964+00:00,VIB-F01,vibration,foundation,0.04,mm_per_sec,good
2026-02-24T16:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,67.06,dBA,good
2026-02-24T16:24:49.129964+00:00,DUST-E01,pm25,entrance,26.19,ug_per_m3,good
2026-02-24T16:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T16:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T16:39:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-24T16:39:49.129964+00:00,VIB-F01,vibration,foundation,0.25,mm_per_sec,good
2026-02-24T16:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,63.23,dBA,good
2026-02-24T16:39:49.129964+00:00,DUST-E01,pm25,entrance,28.54,ug_per_m3,good
2026-02-24T16:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T16:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T16:54:49.129964+00:00,HUM-N01,humidity,north_gate,60.23,percent,good
2026-02-24T16:54:49.129964+00:00,VIB-F01,vibration,foundation,0.24,mm_per_sec,good
2026-02-24T16:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,60.71,dBA,good
2026-02-24T16:54:49.129964+00:00,DUST-E01,pm25,entrance,21.61,ug_per_m3,good
2026-02-24T17:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T17:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T17:09:49.129964+00:00,HUM-N01,humidity,north_gate,56.84,percent,good
2026-02-24T17:09:49.129964+00:00,VIB-F01,vibration,foundation,0.23,mm_per_sec,good
2026-02-24T17:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.88,dBA,good
2026-02-24T17:09:49.129964+00:00,DUST-E01,pm25,entrance,27.18,ug_per_m3,good
2026-02-24T17:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T17:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T17:24:49.129964+00:00,HUM-N01,humidity,north_gate,66.12,percent,good
2026-02-24T17:24:49.129964+00:00,VIB-F01,vibration,foundation,0.16,mm_per_sec,good
2026-02-24T17:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,68.44,dBA,good
2026-02-24T17:24:49.129964+00:00,DUST-E01,pm25,entrance,12.11,ug_per_m3,good
2026-02-24T17:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T17:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T17:39:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-24T17:39:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-24T17:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,65.39,dBA,good
2026-02-24T17:39:49.129964+00:00,DUST-E01,pm25,entrance,27.16,ug_per_m3,good
2026-02-24T17:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T17:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T17:54:49.129964+00:00,HUM-N01,humidity,north_gate,82.75,percent,good
2026-02-24T17:54:49.129964+00:00,VIB-F01,vibration,foundation,0.13,mm_per_sec,good
2026-02-24T17:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,61.54,dBA,good
2026-02-24T17:54:49.129964+00:00,DUST-E01,pm25,entrance,24.75,ug_per_m3,good
2026-02-24T18:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T18:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T18:09:49.129964+00:00,HUM-N01,humidity,north_gate,41.02,percent,good
2026-02-24T18:09:49.129964+00:00,VIB-F01,vibration,foundation,0.25,mm_per_sec,good
2026-02-24T18:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,77.76,dBA,good
2026-02-24T18:09:49.129964+00:00,DUST-E01,pm25,entrance,7.01,ug_per_m3,good
2026-02-24T18:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T18:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T18:24:49.129964+00:00,HUM-N01,humidity,north_gate,52.76,percent,good
2026-02-24T18:24:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-24T18:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,65.62,dBA,good
2026-02-24T18:24:49.129964+00:00,DUST-E01,pm25,entrance,11.33,ug_per_m3,good
2026-02-24T18:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T18:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T18:39:49.129964+00:00,HUM-N01,humidity,north_gate,64.42,percent,good
2026-02-24T18:39:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-24T18:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,82.92,dBA,good
2026-02-24T18:39:49.129964+00:00,DUST-E01,pm25,entrance,15.02,ug_per_m3,good
2026-02-24T18:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T18:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T18:54:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-24T18:54:49.129964+00:00,VIB-F01,vibration,foundation,0.22,mm_per_sec,good
2026-02-24T18:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,85.82,dBA,good
2026-02-24T18:54:49.129964+00:00,DUST-E01,pm25,entrance,26.15,ug_per_m3,good
2026-02-24T19:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T19:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T19:09:49.129964+00:00,HUM-N01,humidity,north_gate,73.21,percent,good
2026-02-24T19:09:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-24T19:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,72.54,dBA,good
2026-02-24T19:09:49.129964+00:00,DUST-E01,pm25,entrance,13.78,ug_per_m3,good
2026-02-24T19:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T19:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T19:24:49.129964+00:00,HUM-N01,humidity,north_gate,72.6,percent,good
2026-02-24T19:24:49.129964+00:00,VIB-F01,vibration,foundation,0.03,mm_per_sec,good
2026-02-24T19:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,74.18,dBA,good
2026-02-24T19:24:49.129964+00:00,DUST-E01,pm25,entrance,13.51,ug_per_m3,good
2026-02-24T19:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T19:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T19:39:49.129964+00:00,HUM-N01,humidity,north_gate,55.07,percent,good
2026-02-24T19:39:49.129964+00:00,VIB-F01,vibration,foundation,0.1,mm_per_sec,good
2026-02-24T19:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.31,dBA,good
2026-02-24T19:39:49.129964+00:00,DUST-E01,pm25,entrance,20.25,ug_per_m3,good
2026-02-24T19:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-24T19:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-24T19:54:49.129964+00:00,HUM-N01,humidity,north_gate,47.39,percent,good
2026-02-24T19:54:49.129964+00:00,VIB-F01,vibration,foundation,0.14,mm_per_sec,good
2026-02-24T19:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,76.05,dBA,good
2026-02-24T19:54:49.129964+00:00,DUST-E01,pm25,entrance,9.6,ug_per_m3,good
2026-02-25T06:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T06:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T06:09:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-25T06:09:49.129964+00:00,VIB-F01,vibration,foundation,0.07,mm_per_sec,good
2026-02-25T06:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.1,dBA,good
2026-02-25T06:09:49.129964+00:00,DUST-E01,pm25,entrance,19.55,ug_per_m3,good
2026-02-25T06:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T06:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T06:24:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-25T06:24:49.129964+00:00,VIB-F01,vibration,foundation,0.12,mm_per_sec,good
2026-02-25T06:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.73,dBA,good
2026-02-25T06:24:49.129964+00:00,DUST-E01,pm25,entrance,13.86,ug_per_m3,good
2026-02-25T06:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T06:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T06:39:49.129964+00:00,HUM-N01,humidity,north_gate,73.41,percent,good
2026-02-25T06:39:49.129964+00:00,VIB-F01,vibration,foundation,0.08,mm_per_sec,good
2026-02-25T06:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,87.46,dBA,good
2026-02-25T06:39:49.129964+00:00,DUST-E01,pm25,entrance,27.3,ug_per_m3,good
2026-02-25T06:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T06:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T06:54:49.129964+00:00,HUM-N01,humidity,north_gate,60.99,percent,good
2026-02-25T06:54:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-25T06:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,76.68,dBA,good
2026-02-25T06:54:49.129964+00:00,DUST-E01,pm25,entrance,15.47,ug_per_m3,good
2026-02-25T07:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T07:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T07:09:49.129964+00:00,HUM-N01,humidity,north_gate,62.87,percent,good
2026-02-25T07:09:49.129964+00:00,VIB-F01,vibration,foundation,0.24,mm_per_sec,good
2026-02-25T07:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,70.64,dBA,good
2026-02-25T07:09:49.129964+00:00,DUST-E01,pm25,entrance,19.51,ug_per_m3,good
2026-02-25T07:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T07:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T07:24:49.129964+00:00,HUM-N01,humidity,north_gate,64.32,percent,good
2026-02-25T07:24:49.129964+00:00,VIB-F01,vibration,foundation,0.41,mm_per_sec,good
2026-02-25T07:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,70.31,dBA,good
2026-02-25T07:24:49.129964+00:00,DUST-E01,pm25,entrance,19.35,ug_per_m3,good
2026-02-25T07:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T07:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T07:39:49.129964+00:00,HUM-N01,humidity,north_gate,44.39,percent,good
2026-02-25T07:39:49.129964+00:00,VIB-F01,vibration,foundation,0.04,mm_per_sec,good
2026-02-25T07:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,77.34,dBA,good
2026-02-25T07:39:49.129964+00:00,DUST-E01,pm25,entrance,23.01,ug_per_m3,good
2026-02-25T07:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T07:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T07:54:49.129964+00:00,HUM-N01,humidity,north_gate,75.09,percent,good
2026-02-25T07:54:49.129964+00:00,VIB-F01,vibration,foundation,0.25,mm_per_sec,good
2026-02-25T07:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,71.03,dBA,good
2026-02-25T07:54:49.129964+00:00,DUST-E01,pm25,entrance,18.26,ug_per_m3,good
2026-02-25T08:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T08:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T08:09:49.129964+00:00,HUM-N01,humidity,north_gate,69.63,percent,good
2026-02-25T08:09:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-25T08:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,70.25,dBA,good
2026-02-25T08:09:49.129964+00:00,DUST-E01,pm25,entrance,8.3,ug_per_m3,good
2026-02-25T08:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T08:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T08:24:49.129964+00:00,HUM-N01,humidity,north_gate,58.52,percent,good
2026-02-25T08:24:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-25T08:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,56.43,dBA,good
2026-02-25T08:24:49.129964+00:00,DUST-E01,pm25,entrance,24.86,ug_per_m3,good
2026-02-25T08:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T08:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T08:39:49.129964+00:00,HUM-N01,humidity,north_gate,76.73,percent,good
2026-02-25T08:39:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-25T08:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,83.97,dBA,good
2026-02-25T08:39:49.129964+00:00,DUST-E01,pm25,entrance,18.99,ug_per_m3,good
2026-02-25T08:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T08:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T08:54:49.129964+00:00,HUM-N01,humidity,north_gate,41.29,percent,good
2026-02-25T08:54:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-25T08:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,72.62,dBA,good
2026-02-25T08:54:49.129964+00:00,DUST-E01,pm25,entrance,26.29,ug_per_m3,good
2026-02-25T09:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T09:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T09:09:49.129964+00:00,HUM-N01,humidity,north_gate,65.54,percent,good
2026-02-25T09:09:49.129964+00:00,VIB-F01,vibration,foundation,0.15,mm_per_sec,good
2026-02-25T09:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,60.26,dBA,good
2026-02-25T09:09:49.129964+00:00,DUST-E01,pm25,entrance,16.45,ug_per_m3,good
2026-02-25T09:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T09:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T09:24:49.129964+00:00,HUM-N01,humidity,north_gate,46.94,percent,good
2026-02-25T09:24:49.129964+00:00,VIB-F01,vibration,foundation,0.21,mm_per_sec,good
2026-02-25T09:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-25T09:24:49.129964+00:00,DUST-E01,pm25,entrance,5,ug_per_m3,good
2026-02-25T09:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T09:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T09:39:49.129964+00:00,HUM-N01,humidity,north_gate,63.31,percent,good
2026-02-25T09:39:49.129964+00:00,VIB-F01,vibration,foundation,0.08,mm_per_sec,good
2026-02-25T09:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,70.5,dBA,good
2026-02-25T09:39:49.129964+00:00,DUST-E01,pm25,entrance,6.81,ug_per_m3,good
2026-02-25T09:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T09:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T09:54:49.129964+00:00,HUM-N01,humidity,north_gate,57.76,percent,good
2026-02-25T09:54:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-25T09:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-25T09:54:49.129964+00:00,DUST-E01,pm25,entrance,13.82,ug_per_m3,good
2026-02-25T10:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T10:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T10:09:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-25T10:09:49.129964+00:00,VIB-F01,vibration,foundation,0.18,mm_per_sec,good
2026-02-25T10:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,59.64,dBA,good
2026-02-25T10:09:49.129964+00:00,DUST-E01,pm25,entrance,7.24,ug_per_m3,good
2026-02-25T10:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T10:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T10:24:49.129964+00:00,HUM-N01,humidity,north_gate,47.94,percent,good
2026-02-25T10:24:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-25T10:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,78.42,dBA,good
2026-02-25T10:24:49.129964+00:00,DUST-E01,pm25,entrance,19.45,ug_per_m3,good
2026-02-25T10:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T10:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T10:39:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-25T10:39:49.129964+00:00,VIB-F01,vibration,foundation,0.13,mm_per_sec,good
2026-02-25T10:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.63,dBA,good
2026-02-25T10:39:49.129964+00:00,DUST-E01,pm25,entrance,16.37,ug_per_m3,good
2026-02-25T10:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T10:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T10:54:49.129964+00:00,HUM-N01,humidity,north_gate,43.73,percent,good
2026-02-25T10:54:49.129964+00:00,VIB-F01,vibration,foundation,0.26,mm_per_sec,good
2026-02-25T10:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,77.97,dBA,good
2026-02-25T10:54:49.129964+00:00,DUST-E01,pm25,entrance,12.63,ug_per_m3,good
2026-02-25T11:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T11:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T11:09:49.129964+00:00,HUM-N01,humidity,north_gate,79.01,percent,good
2026-02-25T11:09:49.129964+00:00,VIB-F01,vibration,foundation,0.07,mm_per_sec,good
2026-02-25T11:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,79.8,dBA,good
2026-02-25T11:09:49.129964+00:00,DUST-E01,pm25,entrance,13.14,ug_per_m3,good
2026-02-25T11:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T11:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T11:24:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-25T11:24:49.129964+00:00,VIB-F01,vibration,foundation,0.15,mm_per_sec,good
2026-02-25T11:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-25T11:24:49.129964+00:00,DUST-E01,pm25,entrance,16.26,ug_per_m3,good
2026-02-25T11:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T11:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T11:39:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-25T11:39:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-25T11:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,63.55,dBA,good
2026-02-25T11:39:49.129964+00:00,DUST-E01,pm25,entrance,16.02,ug_per_m3,good
2026-02-25T11:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T11:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-25T11:54:49.129964+00:00,HUM-N01,humidity,north_gate,52.92,percent,good
2026-02-25T11:54:49.129964+00:00,VIB-F01,vibration,foundation,0.25,mm_per_sec,good
2026-02-25T11:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,58.32,dBA,good
2026-02-25T11:54:49.129964+00:00,DUST-E01,pm25,entrance,23.48,ug_per_m3,good
2026-02-25T12:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-25T12:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
